"","capture_time_in_zone","location_accuracy","species","date","number_of_sp_calling","water_body","habitat","lga_name","state","grid_id","grid_lat","grid_lng","record_sunrise","record_sunset","record_day_length","grid_sunrise","grid_sunset","grid_day_length","fraction","phase","present","year_day","day","year"
"13","2018-06-10 22:21:51 +1000",10,"Litoria paraewingi","2018-06-10",1,"Large pond","Rural","Mansfield (S)","VIC",4502,-37.25,146.25,2018-06-10 07:26:27,2018-06-10 17:06:19,9.66444444444445,2018-06-10 07:26:10,2018-06-10 17:05:18,9.65222222222222,0.181973230876678,0.859717131384586,1,"2018_161",161,2018
"14","2018-06-15 19:46:48 +1000",5,"Litoria paraewingi","2018-06-15",2,"Flooded area","Natural area","Indigo (S)","VIC",4572,-36.25,146.75,2018-06-15 07:24:08,2018-06-15 17:05:48,9.69444444444444,2018-06-15 07:23:34,2018-06-15 17:05:51,9.70472222222222,0.0189319863238744,0.043936774811173,1,"2018_166",166,2018
"15","2018-06-15 19:48:27 +1000",10,"Litoria paraewingi","2018-06-15",2,"Flooded area","Natural area","Indigo (S)","VIC",4572,-36.25,146.75,2018-06-15 07:24:08,2018-06-15 17:05:48,9.69444444444444,2018-06-15 07:23:34,2018-06-15 17:05:51,9.70472222222222,0.0189319863238744,0.043936774811173,1,"2018_166",166,2018
"16","2018-06-15 19:50:53 +1000",5,"Litoria paraewingi","2018-06-15",2,"Flooded area","Natural area","Indigo (S)","VIC",4572,-36.25,146.75,2018-06-15 07:24:08,2018-06-15 17:05:47,9.69416666666667,2018-06-15 07:23:34,2018-06-15 17:05:51,9.70472222222222,0.0189319863238744,0.043936774811173,1,"2018_166",166,2018
"17","2018-06-15 19:55:24 +1000",10,"Litoria paraewingi","2018-06-15",2,"Flooded area","Natural area","Indigo (S)","VIC",4572,-36.25,146.75,2018-06-15 07:24:08,2018-06-15 17:05:47,9.69416666666667,2018-06-15 07:23:34,2018-06-15 17:05:51,9.70472222222222,0.0189319863238744,0.043936774811173,1,"2018_166",166,2018
"18","2018-06-15 19:53:40 +1000",5,"Litoria paraewingi","2018-06-15",2,"Flooded area","Natural area","Indigo (S)","VIC",4572,-36.25,146.75,2018-06-15 07:24:08,2018-06-15 17:05:47,9.69416666666667,2018-06-15 07:23:34,2018-06-15 17:05:51,9.70472222222222,0.0189319863238744,0.043936774811173,1,"2018_166",166,2018
"19","2018-06-15 19:57:11 +1000",16,"Litoria paraewingi","2018-06-15",2,"Stream or creek","Natural area","Albury (C)","NSW",4640,-36.25,147.25,2018-06-15 07:22:01,2018-06-15 17:05:24,9.72305555555556,2018-06-15 07:21:34,2018-06-15 17:03:51,9.70472222222222,0.0189319863238744,0.043936774811173,1,"2018_166",166,2018
"20","2018-06-15 20:15:01 +1000",5,"Litoria paraewingi","2018-06-15",2,"Flooded area","Natural area","Indigo (S)","VIC",4572,-36.25,146.75,2018-06-15 07:24:08,2018-06-15 17:05:47,9.69416666666667,2018-06-15 07:23:34,2018-06-15 17:05:51,9.70472222222222,0.0189319863238744,0.043936774811173,1,"2018_166",166,2018
"21","2018-06-15 20:47:49 +1000",32,"Litoria paraewingi","2018-06-15",2,"Large pond","Natural area","Albury (C)","NSW",4572,-36.25,146.75,2018-06-15 07:22:01,2018-06-15 17:05:24,9.72305555555556,2018-06-15 07:23:34,2018-06-15 17:05:51,9.70472222222222,0.0189319863238744,0.043936774811173,1,"2018_166",166,2018
"22","2018-06-15 20:49:19 +1000",65,"Litoria paraewingi","2018-06-15",2,"Large pond","City","Albury (C)","NSW",4572,-36.25,146.75,2018-06-15 07:22:01,2018-06-15 17:05:24,9.72305555555556,2018-06-15 07:23:34,2018-06-15 17:05:51,9.70472222222222,0.0189319863238744,0.043936774811173,1,"2018_166",166,2018
"23","2018-06-15 20:55:01 +1000",65,"Litoria paraewingi","2018-06-15",1,"Large pond","City","Albury (C)","NSW",4572,-36.25,146.75,2018-06-15 07:22:01,2018-06-15 17:05:24,9.72305555555556,2018-06-15 07:23:34,2018-06-15 17:05:51,9.70472222222222,0.0189319863238744,0.043936774811173,1,"2018_166",166,2018
"24","2018-06-15 20:56:45 +1000",10,"Litoria paraewingi","2018-06-15",2,"Large pond","Natural area","Albury (C)","NSW",4572,-36.25,146.75,2018-06-15 07:22:01,2018-06-15 17:05:24,9.72305555555556,2018-06-15 07:23:34,2018-06-15 17:05:51,9.70472222222222,0.0189319863238744,0.043936774811173,1,"2018_166",166,2018
"25","2018-06-15 20:58:59 +1000",12,"Litoria paraewingi","2018-06-15",2,"Large pond","Natural area","Albury (C)","NSW",4572,-36.25,146.75,2018-06-15 07:22:01,2018-06-15 17:05:24,9.72305555555556,2018-06-15 07:23:34,2018-06-15 17:05:51,9.70472222222222,0.0189319863238744,0.043936774811173,1,"2018_166",166,2018
"26","2018-06-15 20:58:45 +1000",478.993187909632,"Litoria paraewingi","2018-06-15",1,"Large pond","Natural area","Albury (C)","NSW",4572,-36.25,146.75,2018-06-15 07:22:01,2018-06-15 17:05:25,9.72333333333333,2018-06-15 07:23:34,2018-06-15 17:05:51,9.70472222222222,0.0189319863238744,0.043936774811173,1,"2018_166",166,2018
"27","2018-06-17 15:51:27 +1000",82.5,"Litoria paraewingi","2018-06-17",2,"Small pond","Natural area","Albury (C)","NSW",4572,-36.25,146.75,2018-06-17 07:22:48,2018-06-17 17:05:34,9.71277777777778,2018-06-17 07:24:15,2018-06-17 17:05:58,9.69527777777778,0.134239971408492,0.11940561770262,1,"2018_168",168,2018
"28","2018-06-20 17:52:35 +1000",5,"Litoria paraewingi","2018-06-20",3,"Large pond","Natural area","Albury (C)","NSW",4572,-36.25,146.75,2018-06-20 07:23:33,2018-06-20 17:05:59,9.70722222222222,2018-06-20 07:25:06,2018-06-20 17:06:20,9.68722222222222,0.4414731547449,0.231327519465329,1,"2018_171",171,2018
"29","2018-06-23 19:32:12 +1000",10,"Litoria paraewingi","2018-06-23",2,"Large pond","Rural","Albury (C)","NSW",4572,-36.25,146.75,2018-06-23 07:24:10,2018-06-23 17:06:30,9.70555555555556,2018-06-23 07:25:43,2018-06-23 17:06:56,9.68694444444444,0.758498375224271,0.336475039441966,1,"2018_174",174,2018
"30","2018-06-23 19:40:22 +1000",30,"Litoria paraewingi","2018-06-23",2,"Large pond","Rural","Albury (C)","NSW",4572,-36.25,146.75,2018-06-23 07:24:10,2018-06-23 17:06:30,9.70555555555556,2018-06-23 07:25:43,2018-06-23 17:06:56,9.68694444444444,0.758498375224271,0.336475039441966,1,"2018_174",174,2018
"31","2018-06-23 19:43:29 +1000",50,"Litoria paraewingi","2018-06-23",1,"Large pond","Rural","Albury (C)","NSW",4572,-36.25,146.75,2018-06-23 07:24:10,2018-06-23 17:06:30,9.70555555555556,2018-06-23 07:25:43,2018-06-23 17:06:56,9.68694444444444,0.758498375224271,0.336475039441966,1,"2018_174",174,2018
"32","2018-06-27 21:27:10 +1000",10,"Litoria paraewingi","2018-06-27",1,"Large pond","Rural","Mansfield (S)","VIC",4502,-37.25,146.25,2018-06-27 07:31:13,2018-06-27 17:08:20,9.61861111111111,2018-06-27 07:30:56,2018-06-27 17:07:19,9.60638888888889,0.987113633432954,0.463787996555505,1,"2018_178",178,2018
"33","2017-11-22 20:32:25 +1100",5,"Litoria paraewingi","2017-11-22",3,"Large pond","Rural","Strathbogie (S)","VIC",4435,-36.75,145.75,2017-11-22 05:56:29,2017-11-22 20:12:32,14.2675,2017-11-22 05:56:33,2017-11-22 20:12:30,14.2658333333333,0.112680120630682,0.108965602033106,1,"2017_326",326,2017
"34","2018-07-01 22:26:03 +1000",5,"Litoria paraewingi","2018-07-01",1,"Large pond","Rural","Mansfield (S)","VIC",4502,-37.25,146.25,2018-07-01 07:31:14,2018-07-01 17:09:51,9.64361111111111,2018-07-01 07:30:57,2018-07-01 17:08:50,9.63138888888889,0.929164609586842,0.585751382958987,1,"2018_182",182,2018
"35","2018-07-01 19:12:10 +1000",65,"Litoria paraewingi","2018-07-01",1,"Small pond","Rural","Albury (C)","NSW",4572,-36.25,146.75,2018-07-01 07:24:46,2018-07-01 17:09:09,9.73972222222222,2018-07-01 07:26:13,2018-07-01 17:09:33,9.72222222222222,0.929164609586842,0.585751382958987,1,"2018_182",182,2018
"36","2018-07-04 16:46:50 +1000",5,"Litoria paraewingi","2018-07-04",2,"None selected","None selected","Mansfield (S)","VIC",4502,-37.25,146.25,2018-07-04 07:31:14,2018-07-04 17:11:35,9.6725,2018-07-04 07:30:39,2018-07-04 17:10:11,9.65888888888889,0.718534858829079,0.678008148533304,1,"2018_185",185,2018
"37","2018-07-07 19:34:54 +1000",10,"Litoria paraewingi","2018-07-07",3,"None selected","None selected","Albury (C)","NSW",4572,-36.25,146.75,2018-07-07 07:23:56,2018-07-07 17:12:02,9.80166666666667,2018-07-07 07:25:26,2018-07-07 17:12:23,9.7825,0.417376631468187,0.776421022837565,1,"2018_188",188,2018
"38","2018-07-07 19:37:04 +1000",256.243011474609,"Litoria paraewingi","2018-07-07",3,"None selected","None selected","Albury (C)","NSW",4572,-36.25,146.75,2018-07-07 07:23:56,2018-07-07 17:12:02,9.80166666666667,2018-07-07 07:25:26,2018-07-07 17:12:23,9.7825,0.417376631468187,0.776421022837565,1,"2018_188",188,2018
"39","2018-07-07 19:38:56 +1000",5,"Litoria paraewingi","2018-07-07",3,"Flooded area","Natural area","Albury (C)","NSW",4572,-36.25,146.75,2018-07-07 07:23:56,2018-07-07 17:12:02,9.80166666666667,2018-07-07 07:25:26,2018-07-07 17:12:23,9.7825,0.417376631468187,0.776421022837565,1,"2018_188",188,2018
"40","2018-07-07 19:38:54 +1000",128,"Litoria paraewingi","2018-07-07",3,"None selected","None selected","Albury (C)","NSW",4572,-36.25,146.75,2018-07-07 07:23:56,2018-07-07 17:12:02,9.80166666666667,2018-07-07 07:25:26,2018-07-07 17:12:23,9.7825,0.417376631468187,0.776421022837565,1,"2018_188",188,2018
"41","2018-07-07 19:41:41 +1000",5,"Litoria paraewingi","2018-07-07",3,"Flooded area","Natural area","Albury (C)","NSW",4572,-36.25,146.75,2018-07-07 07:23:56,2018-07-07 17:12:02,9.80166666666667,2018-07-07 07:25:26,2018-07-07 17:12:23,9.7825,0.417376631468187,0.776421022837565,1,"2018_188",188,2018
"42","2018-07-07 19:44:34 +1000",5,"Litoria paraewingi","2018-07-07",3,"Flooded area","Rural","Albury (C)","NSW",4572,-36.25,146.75,2018-07-07 07:23:56,2018-07-07 17:12:02,9.80166666666667,2018-07-07 07:25:26,2018-07-07 17:12:23,9.7825,0.417376631468187,0.776421022837565,1,"2018_188",188,2018
"43","2018-07-07 19:43:40 +1000",16,"Litoria paraewingi","2018-07-07",2,"None selected","None selected","Albury (C)","NSW",4572,-36.25,146.75,2018-07-07 07:23:56,2018-07-07 17:12:02,9.80166666666667,2018-07-07 07:25:26,2018-07-07 17:12:23,9.7825,0.417376631468187,0.776421022837565,1,"2018_188",188,2018
"44","2018-07-07 19:46:40 +1000",5,"Litoria paraewingi","2018-07-07",3,"Flooded area","Natural area","Albury (C)","NSW",4572,-36.25,146.75,2018-07-07 07:23:56,2018-07-07 17:12:02,9.80166666666667,2018-07-07 07:25:26,2018-07-07 17:12:23,9.7825,0.417376631468187,0.776421022837565,1,"2018_188",188,2018
"45","2018-07-07 19:45:35 +1000",193.248992919922,"Litoria paraewingi","2018-07-07",3,"Large pond","City","Albury (C)","NSW",4572,-36.25,146.75,2018-07-07 07:23:56,2018-07-07 17:12:02,9.80166666666667,2018-07-07 07:25:26,2018-07-07 17:12:23,9.7825,0.417376631468187,0.776421022837565,1,"2018_188",188,2018
"46","2018-07-07 19:47:44 +1000",2600,"Litoria paraewingi","2018-07-07",3,"None selected","None selected","Albury (C)","NSW",4572,-36.25,146.75,2018-07-07 07:24:00,2018-07-07 17:12:03,9.80083333333333,2018-07-07 07:25:26,2018-07-07 17:12:23,9.7825,0.417376631468187,0.776421022837565,1,"2018_188",188,2018
"47","2018-07-07 19:49:41 +1000",24,"Litoria paraewingi","2018-07-07",3,"Large pond","City","Albury (C)","NSW",4572,-36.25,146.75,2018-07-07 07:23:56,2018-07-07 17:12:02,9.80166666666667,2018-07-07 07:25:26,2018-07-07 17:12:23,9.7825,0.417376631468187,0.776421022837565,1,"2018_188",188,2018
"48","2018-07-07 19:51:45 +1000",2000,"Litoria paraewingi","2018-07-07",2,"Large pond","City","Albury (C)","NSW",4572,-36.25,146.75,2018-07-07 07:23:57,2018-07-07 17:12:02,9.80138888888889,2018-07-07 07:25:26,2018-07-07 17:12:23,9.7825,0.417376631468187,0.776421022837565,1,"2018_188",188,2018
"49","2018-07-07 19:54:43 +1000",261.076995849609,"Litoria paraewingi","2018-07-07",2,"Large pond","City","Albury (C)","NSW",4572,-36.25,146.75,2018-07-07 07:23:56,2018-07-07 17:12:02,9.80166666666667,2018-07-07 07:25:26,2018-07-07 17:12:23,9.7825,0.417376631468187,0.776421022837565,1,"2018_188",188,2018
"50","2018-07-07 19:57:12 +1000",290.320007324219,"Litoria paraewingi","2018-07-07",3,"None selected","None selected","Albury (C)","NSW",4572,-36.25,146.75,2018-07-07 07:23:56,2018-07-07 17:12:02,9.80166666666667,2018-07-07 07:25:26,2018-07-07 17:12:23,9.7825,0.417376631468187,0.776421022837565,1,"2018_188",188,2018
"51","2018-07-08 20:54:17 +1000",16,"Litoria paraewingi","2018-07-08",2,"Large pond","Rural","Mansfield (S)","VIC",4434,-37.25,145.75,2018-07-08 07:30:56,2018-07-08 17:14:12,9.72111111111111,2018-07-08 07:31:51,2018-07-08 17:14:17,9.70722222222222,0.313094411798389,0.81097459812877,1,"2018_189",189,2018
"52","2018-07-08 20:58:57 +1000",12,"Litoria paraewingi","2018-07-08",2,"Large pond","Rural","Mansfield (S)","VIC",4434,-37.25,145.75,2018-07-08 07:30:56,2018-07-08 17:14:12,9.72111111111111,2018-07-08 07:31:51,2018-07-08 17:14:17,9.70722222222222,0.313094411798389,0.81097459812877,1,"2018_189",189,2018
"53","2018-07-10 17:52:37 +1000",214.025746270229,"Litoria paraewingi","2018-07-10",2,"Stream or creek","Rural","Albury (C)","NSW",4572,-36.25,146.75,2018-07-10 07:23:10,2018-07-10 17:13:40,9.84166666666667,2018-07-10 07:24:41,2018-07-10 17:14:02,9.8225,0.129753672569494,0.882703886467143,1,"2018_191",191,2018
"54","2018-07-10 17:57:41 +1000",5,"Litoria paraewingi","2018-07-10",3,"Large pond","Natural area","Albury (C)","NSW",4572,-36.25,146.75,2018-07-10 07:23:11,2018-07-10 17:13:41,9.84166666666667,2018-07-10 07:24:41,2018-07-10 17:14:02,9.8225,0.129753672569494,0.882703886467143,1,"2018_191",191,2018
"55","2018-07-12 19:36:14 +1000",4,"Litoria paraewingi","2018-07-12",2,"Small pond","Backyard/Suburbia","Albury (C)","NSW",4572,-36.25,146.75,2018-07-12 07:22:31,2018-07-12 17:14:45,9.87055555555555,2018-07-12 07:24:02,2018-07-12 17:15:13,9.85305555555555,0.0179450485867719,0.957230912480986,1,"2018_193",193,2018
"56","2018-07-12 19:40:45 +1000",6,"Litoria paraewingi","2018-07-12",2,"Large pond","Backyard/Suburbia","Albury (C)","NSW",4572,-36.25,146.75,2018-07-12 07:22:31,2018-07-12 17:14:45,9.87055555555555,2018-07-12 07:24:02,2018-07-12 17:15:13,9.85305555555555,0.0179450485867719,0.957230912480986,1,"2018_193",193,2018
"57","2018-07-12 19:46:08 +1000",132.89451746702,"Litoria paraewingi","2018-07-12",2,"Large pond","Backyard/Suburbia","Albury (C)","NSW",4572,-36.25,146.75,2018-07-12 07:22:31,2018-07-12 17:14:45,9.87055555555555,2018-07-12 07:24:02,2018-07-12 17:15:13,9.85305555555555,0.0179450485867719,0.957230912480986,1,"2018_193",193,2018
"58","2018-07-14 19:41:00 +1000",5,"Litoria paraewingi","2018-07-14",2,"Large pond","Rural","Albury (C)","NSW",4572,-36.25,146.75,2018-07-14 07:21:48,2018-07-14 17:16:03,9.90416666666667,2018-07-14 07:23:16,2018-07-14 17:16:28,9.88666666666667,0.0112046807786273,0.0337570312579504,1,"2018_195",195,2018
"59","2018-07-14 19:40:55 +1000",10,"Litoria paraewingi","2018-07-14",2,"Small pond","City","Albury (C)","NSW",4572,-36.25,146.75,2018-07-14 07:21:48,2018-07-14 17:16:03,9.90416666666667,2018-07-14 07:23:16,2018-07-14 17:16:28,9.88666666666667,0.0112046807786273,0.0337570312579504,1,"2018_195",195,2018
"60","2018-07-14 19:45:11 +1000",5,"Litoria paraewingi","2018-07-14",2,"Large pond","Rural","Albury (C)","NSW",4572,-36.25,146.75,2018-07-14 07:21:48,2018-07-14 17:16:03,9.90416666666667,2018-07-14 07:23:16,2018-07-14 17:16:28,9.88666666666667,0.0112046807786273,0.0337570312579504,1,"2018_195",195,2018
"61","2018-07-16 22:34:28 +1000",10,"Litoria paraewingi","2018-07-16",2,"Small pond","Rural","Albury (C)","NSW",4572,-36.25,146.75,2018-07-16 07:21:00,2018-07-16 17:17:18,9.93833333333333,2018-07-16 07:22:24,2018-07-16 17:17:45,9.9225,0.113587041531164,0.109421287818927,1,"2018_197",197,2018
"62","2018-07-26 05:52:21 +1000",5,"Litoria paraewingi","2018-07-26",2,"Large pond","Rural","Albury (C)","NSW",4572,-36.25,146.75,2018-07-26 07:15:04,2018-07-26 17:24:23,10.1552777777778,2018-07-26 07:16:28,2018-07-26 17:24:51,10.1397222222222,0.970028825878126,0.444614557009852,1,"2018_207",207,2018
"63","2018-07-27 18:16:04 +1000",5,"Litoria paraewingi","2018-07-27",3,"None selected","None selected","Indigo (S)","VIC",4572,-36.25,146.75,2018-07-27 07:16:10,2018-07-27 17:25:33,10.1563888888889,2018-07-27 07:15:44,2018-07-27 17:25:36,10.1644444444444,0.993712464009137,0.474733416044951,1,"2018_208",208,2018
"64","2018-07-28 21:02:20 +1000",5,"Litoria paraewingi","2018-07-28",2,"Large pond","Rural","Albury (C)","NSW",4572,-36.25,146.75,2018-07-28 07:13:34,2018-07-28 17:25:52,10.205,2018-07-28 07:14:59,2018-07-28 17:26:22,10.1897222222222,0.999771994832,0.504806611018687,1,"2018_209",209,2018
"65","2018-07-28 21:02:59 +1000",12,"Litoria paraewingi","2018-07-28",2,"Small pond","City","Albury (C)","NSW",4572,-36.25,146.75,2018-07-28 07:13:34,2018-07-28 17:25:51,10.2047222222222,2018-07-28 07:14:59,2018-07-28 17:26:22,10.1897222222222,0.999771994832,0.504806611018687,1,"2018_209",209,2018
"66","2018-07-28 21:04:54 +1000",5,"Litoria paraewingi","2018-07-28",2,"Large pond","Rural","Albury (C)","NSW",4572,-36.25,146.75,2018-07-28 07:13:34,2018-07-28 17:25:52,10.205,2018-07-28 07:14:59,2018-07-28 17:26:22,10.1897222222222,0.999771994832,0.504806611018687,1,"2018_209",209,2018
"67","2018-07-28 21:07:38 +1000",235.397254334827,"Litoria paraewingi","2018-07-28",2,"Large pond","Rural","Albury (C)","NSW",4572,-36.25,146.75,2018-07-28 07:13:34,2018-07-28 17:25:52,10.205,2018-07-28 07:14:59,2018-07-28 17:26:22,10.1897222222222,0.999771994832,0.504806611018687,1,"2018_209",209,2018
"68","2018-07-28 21:06:51 +1000",152.89599609375,"Litoria paraewingi","2018-07-28",2,"Small pond","City","Albury (C)","NSW",4572,-36.25,146.75,2018-07-28 07:13:34,2018-07-28 17:25:51,10.2047222222222,2018-07-28 07:14:59,2018-07-28 17:26:22,10.1897222222222,0.999771994832,0.504806611018687,1,"2018_209",209,2018
"69","2018-07-28 21:04:25 +1000",29.7849998474121,"Litoria paraewingi","2018-07-28",2,"Small pond","City","Albury (C)","NSW",4572,-36.25,146.75,2018-07-28 07:13:34,2018-07-28 17:25:51,10.2047222222222,2018-07-28 07:14:59,2018-07-28 17:26:22,10.1897222222222,0.999771994832,0.504806611018687,1,"2018_209",209,2018
"70","2018-07-28 21:20:28 +1000",10,"Litoria paraewingi","2018-07-28",4,"Large pond","Rural","Albury (C)","NSW",4572,-36.25,146.75,2018-07-28 07:13:34,2018-07-28 17:25:51,10.2047222222222,2018-07-28 07:14:59,2018-07-28 17:26:22,10.1897222222222,0.999771994832,0.504806611018687,1,"2018_209",209,2018
"71","2018-07-28 21:19:42 +1000",189.901992797852,"Litoria paraewingi","2018-07-28",4,"Large pond","City","Albury (C)","NSW",4572,-36.25,146.75,2018-07-28 07:13:34,2018-07-28 17:25:51,10.2047222222222,2018-07-28 07:14:59,2018-07-28 17:26:22,10.1897222222222,0.999771994832,0.504806611018687,1,"2018_209",209,2018
"72","2018-07-28 21:21:33 +1000",16,"Litoria paraewingi","2018-07-28",4,"Large pond","City","Albury (C)","NSW",4572,-36.25,146.75,2018-07-28 07:13:34,2018-07-28 17:25:51,10.2047222222222,2018-07-28 07:14:59,2018-07-28 17:26:22,10.1897222222222,0.999771994832,0.504806611018687,1,"2018_209",209,2018
"73","2018-07-28 21:22:43 +1000",5,"Litoria paraewingi","2018-07-28",4,"Large pond","Rural","Albury (C)","NSW",4572,-36.25,146.75,2018-07-28 07:13:34,2018-07-28 17:25:51,10.2047222222222,2018-07-28 07:14:59,2018-07-28 17:26:22,10.1897222222222,0.999771994832,0.504806611018687,1,"2018_209",209,2018
"74","2018-07-28 21:24:26 +1000",27.7959995269775,"Litoria paraewingi","2018-07-28",4,"Large pond","City","Albury (C)","NSW",4572,-36.25,146.75,2018-07-28 07:13:34,2018-07-28 17:25:51,10.2047222222222,2018-07-28 07:14:59,2018-07-28 17:26:22,10.1897222222222,0.999771994832,0.504806611018687,1,"2018_209",209,2018
"75","2018-07-28 21:27:25 +1000",18.7339992523193,"Litoria paraewingi","2018-07-28",3,"Large pond","City","Albury (C)","NSW",4572,-36.25,146.75,2018-07-28 07:13:34,2018-07-28 17:25:51,10.2047222222222,2018-07-28 07:14:59,2018-07-28 17:26:22,10.1897222222222,0.999771994832,0.504806611018687,1,"2018_209",209,2018
"76","2018-07-28 21:31:02 +1000",110,"Litoria paraewingi","2018-07-28",4,"Large pond","City","Albury (C)","NSW",4572,-36.25,146.75,2018-07-28 07:13:34,2018-07-28 17:25:51,10.2047222222222,2018-07-28 07:14:59,2018-07-28 17:26:22,10.1897222222222,0.999771994832,0.504806611018687,1,"2018_209",209,2018
"77","2018-07-28 21:35:00 +1000",82.5,"Litoria paraewingi","2018-07-28",4,"Large pond","City","Albury (C)","NSW",4572,-36.25,146.75,2018-07-28 07:13:34,2018-07-28 17:25:51,10.2047222222222,2018-07-28 07:14:59,2018-07-28 17:26:22,10.1897222222222,0.999771994832,0.504806611018687,1,"2018_209",209,2018
"78","2018-07-28 21:37:55 +1000",171.824996948242,"Litoria paraewingi","2018-07-28",3,"Large pond","City","Albury (C)","NSW",4572,-36.25,146.75,2018-07-28 07:13:34,2018-07-28 17:25:51,10.2047222222222,2018-07-28 07:14:59,2018-07-28 17:26:22,10.1897222222222,0.999771994832,0.504806611018687,1,"2018_209",209,2018
"79","2018-07-28 21:51:03 +1000",10,"Litoria paraewingi","2018-07-28",3,"Large pond","City","Albury (C)","NSW",4572,-36.25,146.75,2018-07-28 07:13:33,2018-07-28 17:25:51,10.205,2018-07-28 07:14:59,2018-07-28 17:26:22,10.1897222222222,0.999771994832,0.504806611018687,1,"2018_209",209,2018
